label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,1-1-5736,1-1-5741,1-1-5786,1-1-5787,1-1-5789
,1292,1293,4,130.022507,13.211,0.689199,,C13-label-1,Glutaconic acid,Glutaconic acid,C5H6O4,0.299,1.408258,129.019211,283027.69,195640.11,272982.38,121779.21,251055.81
,1292,1294,0,131.025925,13.221,0.056758,,C13-label-2,Glutaconic acid,Glutaconic acid,C5H6O4,0.289,0.931649,129.019211,1733.25,2053.12,1378.07,0.00,0.00
,1295,1295,4,129.055588,2.551,0.644530,[M-H]-,C12 PARENT,2-keto-isocaproate,2-keto-isocaproate,C6H10O3,0.019,1.064107,129.055588,6671718.50,6252566.50,9027783.00,5807451.50,7361276.00
,1295,1296,0,130.058868,2.546,0.104826,,C13-label-1,2-keto-isocaproate,2-keto-isocaproate,C6H10O3,0.024,1.525186,129.055588,443664.91,450873.09,564768.19,381225.25,442715.50
,1297,1297,4,129.055588,2.551,0.649485,[M-H]-,C12 PARENT,4-Acetylbutyrate isomer,4-Acetylbutyrate isomer,C6H10O3,0.081,1.064107,129.055588,6677074.00,6299694.00,9031619.00,5836262.50,7402816.00
,1297,1298,0,130.058868,2.546,0.104699,,C13-label-1,4-Acetylbutyrate isomer,4-Acetylbutyrate isomer,C6H10O3,0.086,1.525186,129.055588,442483.38,451069.75,564768.19,385315.41,444529.00
,1299,1299,1,129.102875,2.667,0.525462,[M-H]-,C12 PARENT,N-Acetylputrescine isomer,N-Acetylputrescine isomer,C6H14N2O,1.813,3.545715,129.102875,38762.18,22954.49,26219.70,30758.45,40611.08
,1299,1300,0,130.106522,3.043,0.058703,,C13-label-1,N-Acetylputrescine isomer,N-Acetylputrescine isomer,C6H14N2O,1.437,1.290070,129.102875,0.00,0.00,3263.25,0.00,0.00
,1301,1301,5,130.014557,13.317,0.850678,[M-H]-,C12 PARENT,2-Aminosuccinate,2-Aminosuccinate,C4H5NO4,0.317,0.234724,130.014557,39126.48,19038.15,32616.65,32162.71,41657.36
,1301,1302,0,133.025253,13.342,0.059900,,C13-label-3,2-Aminosuccinate,2-Aminosuccinate,C4H5NO4,0.342,4.588259,130.014557,0.00,0.00,0.00,0.00,4641.48
,1303,1303,5,130.050797,13.331,0.821686,[M-H]-,C12 PARENT,hydroxyproline,hydroxyproline,C5H9NO3,0.380,1.290622,130.050797,949975.81,858171.50,835301.19,642841.50,786540.56
,1303,1304,2,131.054153,13.317,0.791173,,C13-label-1,hydroxyproline,hydroxyproline,C5H9NO3,0.366,1.280741,130.050797,52747.17,44571.04,40966.02,37768.26,43833.50
,1303,1305,0,133.061096,13.342,0.055209,,C13-label-3,hydroxyproline,hydroxyproline,C5H9NO3,0.391,0.458700,130.050797,0.00,0.00,0.00,0.00,1414.42
,1306,1306,4,131.046005,10.829,0.837013,[M-H]-,C12 PARENT,Glycyl-glycine,Glycyl-glycine,C4H8N2O3,1.585,1.630135,131.046005,73695.10,75492.88,79748.44,79914.84,71652.73
,1306,1307,0,132.049438,10.839,0.087712,,C13-label-1,Glycyl-glycine,Glycyl-glycine,C4H8N2O3,1.575,1.039981,131.046005,1086.85,945.33,1008.97,1847.76,0.00
,1308,1308,5,498.262604,4.298,0.854183,[M-H]-,C12 PARENT,LysoPE(20:5),LysoPE(20:5),C25H42NO7P,1.185,0.000000,498.262604,231249.33,242760.33,250419.33,244063.75,178304.17
,1308,1309,5,499.265961,4.293,0.768963,,C13-label-1,LysoPE(20:5),LysoPE(20:5),C25H42NO7P,1.180,0.061125,498.262604,56384.31,49939.70,65485.04,73897.59,36956.07
,1310,1310,3,130.050781,7.413,0.688378,[M-H]-,C12 PARENT,N-acetyl-ala,N-acetyl-ala,C5H9NO3,1.673,1.407952,130.050781,167708.08,183581.36,170244.38,200050.64,147048.66
,1310,1311,0,131.054153,7.447,0.417271,,C13-label-1,N-acetyl-ala,N-acetyl-ala,C5H9NO3,1.639,1.280741,130.050781,11662.22,7624.76,6006.45,11775.94,6750.22
,1312,1312,5,130.050797,13.331,0.825900,[M-H]-,C12 PARENT,Aminolevulinic acid,Aminolevulinic acid,C5H9NO3,1.121,1.290622,130.050797,952589.31,860764.50,838549.81,645131.00,789732.31
,1312,1313,4,131.054153,13.317,0.789982,,C13-label-1,Aminolevulinic acid,Aminolevulinic acid,C5H9NO3,1.107,1.280741,130.050797,52747.17,44571.04,40966.02,37768.26,43833.50
,1312,1314,0,133.061096,13.342,0.055209,,C13-label-3,Aminolevulinic acid,Aminolevulinic acid,C5H9NO3,1.132,0.458700,130.050797,0.00,0.00,0.00,0.00,1414.42
,1315,1315,5,130.050797,13.331,0.821683,[M-H]-,C12 PARENT,N-Propionylglycine,N-Propionylglycine,C5H9NO3,0.181,1.290622,130.050797,949975.44,858560.06,834384.69,643746.94,786530.69
,1315,1316,2,131.054153,13.317,0.791201,,C13-label-1,N-Propionylglycine,N-Propionylglycine,C5H9NO3,0.167,1.280741,130.050797,52747.17,44571.04,40966.02,37768.26,43833.50
,1315,1317,0,133.061096,13.342,0.055209,,C13-label-3,N-Propionylglycine,N-Propionylglycine,C5H9NO3,0.192,0.458700,130.050797,0.00,0.00,0.00,0.00,1414.42
,1318,1318,5,130.062012,13.312,0.840138,[M-H]-,C12 PARENT,creatine,creatine,C4H9N3O2,0.301,1.407830,130.062012,3340913.25,3415871.00,3965561.00,2728460.25,3575183.25
,1318,1319,5,131.065399,13.317,0.838403,,C13-label-1,creatine,creatine,C4H9N3O2,0.306,1.164210,130.062012,141036.98,125932.35,175176.31,110532.03,154858.42
,1318,1320,0,132.069016,13.362,0.054780,,C13-label-2,creatine,creatine,C4H9N3O2,0.351,0.808756,130.062012,0.00,0.00,848.92,0.00,0.00
,1321,1321,5,130.066010,3.782,0.801678,[M-H]-,C12 PARENT,3-Methylindole,3-Methylindole,C9H9N,0.782,1.642418,130.066010,386260.28,324289.16,374606.12,324584.12,395842.84
,1321,1322,4,131.069382,3.787,0.690847,,C13-label-1,3-Methylindole,3-Methylindole,C9H9N,0.787,1.513427,130.066010,31839.08,27030.14,37620.19,24577.93,33963.32
,1323,1323,5,130.087189,9.851,0.828886,[M-H]-,C12 PARENT,leucine,leucine,C6H13NO2,0.559,1.290261,130.087189,26156790.00,22475978.00,21643114.00,17159354.00,22945358.00
,1323,1324,4,131.090530,9.862,0.685310,,C13-label-1,leucine,leucine,C6H13NO2,0.570,1.280386,130.087189,1720340.00,1450366.88,1421161.00,1143551.12,1527105.00
,1323,1325,0,132.093826,9.857,0.252524,,C13-label-2,leucine,leucine,C6H13NO2,0.565,1.732719,130.087189,45916.86,42004.61,38412.36,27332.77,42966.86
,1326,1326,5,130.087189,9.851,0.828709,[M-H]-,C12 PARENT,Alloisoleucine,Alloisoleucine,C6H13NO2,0.161,1.290261,130.087189,26116326.00,22437386.00,21618606.00,17134786.00,22927062.00
,1326,1327,4,131.090530,9.862,0.683624,,C13-label-1,Alloisoleucine,Alloisoleucine,C6H13NO2,0.172,1.280386,130.087189,1718100.00,1448167.62,1417157.88,1140079.62,1524627.00
,1326,1328,0,132.093826,9.857,0.251478,,C13-label-2,Alloisoleucine,Alloisoleucine,C6H13NO2,0.167,1.732719,130.087189,45916.86,42004.61,38412.36,27332.77,42966.86
,1329,1329,5,130.087189,9.851,0.829343,[M-H]-,C12 PARENT,isoleucine,isoleucine,C6H13NO2,0.073,1.290261,130.087189,26107066.00,22428782.00,21613542.00,17131754.00,22917510.00
,1329,1330,4,131.090530,9.862,0.683269,,C13-label-1,isoleucine,isoleucine,C6H13NO2,0.084,1.280386,130.087189,1717803.38,1447651.62,1416490.88,1139846.12,1524103.00
,1329,1331,0,132.093826,9.857,0.251478,,C13-label-2,isoleucine,isoleucine,C6H13NO2,0.079,1.732719,130.087189,45916.86,42004.61,38412.36,27332.77,42966.86
,1332,1332,5,131.034790,12.222,0.834098,[M-H]-,C12 PARENT,2-Methylsuccinic acid,2-Methylsuccinic acid,C5H8O4,0.568,1.513827,131.034790,2056625.38,1882437.50,2130196.75,1983315.12,2351281.50
,1332,1333,0,132.038177,12.247,0.170223,,C13-label-1,2-Methylsuccinic acid,2-Methylsuccinic acid,C5H8O4,0.543,1.155633,131.034790,108229.15,99149.13,104390.09,112101.94,135873.73
,1334,1334,3,131.034805,7.723,0.692088,[M-H]-,C12 PARENT,Dimethylmalonic acid,Dimethylmalonic acid,C5H8O4,1.347,1.397378,131.034805,217336.95,260997.88,268371.47,216874.64,193082.30
,1335,1335,5,131.034790,12.222,0.833764,[M-H]-,C12 PARENT,Glutaric acid,Glutaric acid,C5H8O4,0.018,1.513827,131.034790,2073892.12,1905446.62,2144439.00,1997200.38,2371007.75
,1335,1336,0,132.038177,12.247,0.176871,,C13-label-1,Glutaric acid,Glutaric acid,C5H8O4,0.007,1.155633,131.034790,110786.50,101386.60,104145.06,112758.79,136377.89
,1337,1337,5,131.034790,12.222,0.834249,[M-H]-,C12 PARENT,Methylsuccinic acid,Methylsuccinic acid,C5H8O4,1.222,1.513827,131.034790,2082248.50,1909876.38,2160053.00,2019258.50,2387759.25
,1337,1338,0,132.038177,12.247,0.190279,,C13-label-1,Methylsuccinic acid,Methylsuccinic acid,C5H8O4,1.247,1.155633,131.034790,110786.50,101386.60,106990.38,115535.98,137448.48
,1339,1339,5,131.046066,13.737,0.832826,[M-H]-,C12 PARENT,asparagine,asparagine,C4H8N2O3,0.363,1.164382,131.046066,1632334.88,1178118.38,1801775.88,1331494.38,1662105.12
,1339,1340,5,132.049393,13.732,0.747064,,C13-label-1,asparagine,asparagine,C4H8N2O3,0.358,1.386642,131.046066,66547.68,58451.07,75420.95,63368.04,72185.44
,1339,1341,0,133.052780,13.621,0.055308,,C13-label-2,asparagine,asparagine,C4H8N2O3,0.247,1.032139,131.046066,1032.97,0.00,0.00,0.00,0.00
,1339,1342,0,134.056763,13.833,0.054972,,C13-label-3,asparagine,asparagine,C4H8N2O3,0.459,3.642360,131.046066,0.00,0.00,0.00,0.00,912.11
,1343,1343,5,498.289551,2.555,0.851697,[M-H]-,C12 PARENT,Taurodeoxycholic acid isomer,Taurodeoxycholic acid isomer,C26H45NO6S,1.632,0.122489,498.289551,59328.83,72207.52,79049.04,66031.48,89610.52
,1343,1344,0,499.292786,2.541,0.064835,,C13-label-1,Taurodeoxycholic acid isomer,Taurodeoxycholic acid isomer,C26H45NO6S,1.646,0.122243,498.289551,19423.91,12598.59,12192.03,17483.73,13837.36
,1343,1345,0,517.353210,2.621,0.113413,,C13-label-19,Taurodeoxycholic acid isomer,Taurodeoxycholic acid isomer,C26H45NO6S,1.566,0.000000,498.289551,20358.93,8290.33,10339.74,5588.18,12675.35
,1343,1346,0,518.358582,2.602,0.059748,,C13-label-20,Taurodeoxycholic acid isomer,Taurodeoxycholic acid isomer,C26H45NO6S,1.585,3.885665,498.289551,0.00,0.00,0.00,0.00,4445.42
,1343,1347,0,501.300201,2.495,0.048449,,C13-label-3,Taurodeoxycholic acid isomer,Taurodeoxycholic acid isomer,C26H45NO6S,1.692,1.278416,498.289551,35218.69,62236.78,69889.28,42971.94,26802.56
,1343,1348,0,504.307922,2.513,0.053229,,C13-label-6,Taurodeoxycholic acid isomer,Taurodeoxycholic acid isomer,C26H45NO6S,1.674,3.388760,498.289551,147249.36,75386.62,158024.23,98992.38,82550.09
,1343,1349,0,505.311523,2.499,0.047160,,C13-label-7,Taurodeoxycholic acid isomer,Taurodeoxycholic acid isomer,C26H45NO6S,1.688,2.898884,498.289551,37993.73,9882.73,36484.61,28902.90,31520.52
,1350,1350,5,131.046036,12.660,0.827298,[M-H]-,C12 PARENT,3-Ureidopropionic acid,3-Ureidopropionic acid,C4H8N2O3,1.660,1.397259,131.046036,32831.88,27827.82,37138.69,26584.27,36039.14
,1350,1351,0,132.049393,12.689,0.054409,,C13-label-1,3-Ureidopropionic acid,3-Ureidopropionic acid,C4H8N2O3,1.689,1.386642,131.046036,752.01,0.00,0.00,0.00,738.28
,1352,1352,2,130.050766,7.150,0.568782,[M-H]-,C12 PARENT,N-Acetyl-L-alanine,N-Acetyl-L-alanine,C5H9NO3,1.595,1.525281,130.050766,181665.42,182549.30,169901.53,199119.06,152179.05
,1352,1353,0,131.054153,7.110,0.323185,,C13-label-1,N-Acetyl-L-alanine,N-Acetyl-L-alanine,C5H9NO3,1.635,1.280741,130.050766,7303.26,13521.91,6006.45,11775.94,6068.64
,1354,1354,5,144.045273,2.667,0.761172,[M-H]-,C12 PARENT,4-formyl Indole,4-formyl Indole,C9H7NO,0.226,1.483025,144.045273,3089540.75,1719441.88,2767473.25,2818555.00,4152728.25
,1354,1355,0,145.048691,2.672,0.263580,,C13-label-1,4-formyl Indole,4-formyl Indole,C9H7NO,0.221,1.051976,144.045273,277156.53,146283.61,244374.55,230495.02,377337.59
,1354,1356,0,146.051971,2.674,0.055472,,C13-label-2,4-formyl Indole,4-formyl Indole,C9H7NO,0.219,1.567124,144.045273,3943.45,0.00,5735.27,0.00,3769.65
,1357,1357,4,144.066422,7.283,0.662334,[M-H]-,C12 PARENT,N-butyrylglycine,N-butyrylglycine,C6H11NO3,0.219,1.376893,144.066422,31461.69,21961.27,8864.60,23889.06,30638.94
,1358,1358,4,144.066422,7.283,0.659004,[M-H]-,C12 PARENT,4-Acetamidobutyric acid,4-Acetamidobutyric acid,C6H11NO3,0.283,1.376893,144.066422,31429.46,21725.09,8879.98,22941.16,29931.57
,1359,1359,3,144.077576,13.479,0.848786,[M-H]-,C12 PARENT,4-Guanidinobutanoic acid isomer,4-Guanidinobutanoic acid isomer,C5H11N3O2,1.080,1.906318,144.077576,7176.84,7870.79,10735.14,2534.62,14268.05
,1359,1360,0,145.081284,13.533,0.252251,,C13-label-1,4-Guanidinobutanoic acid isomer,4-Guanidinobutanoic acid isomer,C5H11N3O2,1.134,0.525871,144.077576,35633.73,35649.42,34385.80,10923.68,14232.54
,1361,1361,3,144.077576,13.479,0.848931,[M-H]-,C12 PARENT,4-Guanidinobutanoic acid,4-Guanidinobutanoic acid,C5H11N3O2,0.292,1.906318,144.077576,7176.84,7870.79,10735.14,2534.62,14268.05
,1361,1362,0,145.081284,13.533,0.252251,,C13-label-1,4-Guanidinobutanoic acid,4-Guanidinobutanoic acid,C5H11N3O2,0.346,0.525871,144.077576,35633.73,35649.42,34385.80,10923.68,14232.54
,1363,1363,5,144.102798,13.944,0.845118,[M-H]-,C12 PARENT,gamma-Butyrobetaine,gamma-Butyrobetaine,C7H15NO2,0.544,1.376545,144.102798,5061.29,8646.21,8596.29,10612.96,12250.33
,1363,1364,0,145.106201,13.920,0.052108,,C13-label-1,gamma-Butyrobetaine,gamma-Butyrobetaine,C7H15NO2,0.520,1.051559,144.102798,0.00,636.74,0.00,0.00,0.00
,1365,1365,5,144.102798,13.944,0.845118,[M-H]-,C12 PARENT,Acetylcholine,Acetylcholine,C7H15NO2,0.433,1.376545,144.102798,5061.29,8646.21,8596.29,10612.96,12250.33
,1365,1366,0,145.106201,13.920,0.052108,,C13-label-1,Acetylcholine,Acetylcholine,C7H15NO2,0.409,1.051559,144.102798,0.00,636.74,0.00,0.00,0.00
,1367,1367,5,144.102798,8.632,0.840357,[M-H]-,C12 PARENT,N-Methyl-L-isoleucine,N-Methyl-L-isoleucine,C7H15NO2,0.224,1.376545,144.102798,24004.72,15828.27,19919.42,21805.86,22029.20
,1367,1368,0,145.106171,8.616,0.176167,,C13-label-1,N-Methyl-L-isoleucine,N-Methyl-L-isoleucine,C7H15NO2,0.240,1.261871,144.102798,1066.36,512.69,1043.75,709.67,735.64
,1369,1369,5,145.014023,11.833,0.829841,[M-H]-,C12 PARENT,a-ketoglutarate,a-ketoglutarate,C5H6O5,0.960,1.578340,145.014023,8163980.00,4036763.25,7171659.50,5015545.50,9118860.00
,1369,1370,4,146.017426,11.833,0.716437,,C13-label-1,a-ketoglutarate,a-ketoglutarate,C5H6O5,0.960,1.253996,145.014023,441354.34,211184.77,389699.41,288876.78,507678.53
,1369,1371,1,147.020721,11.818,0.719525,,C13-label-2,a-ketoglutarate,a-ketoglutarate,C5H6O5,0.975,1.556797,145.014023,7234.97,1215.13,2717.26,1075.16,6053.30
,1372,1372,5,145.050415,12.344,0.808511,[M-H]-,C12 PARENT,Methylglutaric acid,Methylglutaric acid,C6H10O4,0.694,1.472748,145.050415,387145.34,483918.41,472748.03,428868.34,437275.28
,1372,1373,0,146.053757,12.340,0.252185,,C13-label-1,Methylglutaric acid,Methylglutaric acid,C6H10O4,0.690,1.567104,145.050415,26667.27,37447.80,15473.06,36532.34,31353.96
,1374,1374,3,136.040146,11.419,0.604834,[M-H]-,C12 PARENT,2-Pyridylacetic acid,2-Pyridylacetic acid,C7H7NO2,0.160,1.906782,136.040146,32094.29,21200.25,15916.23,28221.91,29455.62
,1374,1375,0,137.043564,11.484,0.092410,,C13-label-1,2-Pyridylacetic acid,2-Pyridylacetic acid,C7H7NO2,0.225,1.447452,136.040146,0.00,859.74,2670.34,1096.53,2247.43
,1374,1376,0,139.051117,11.400,0.191799,,C13-label-3,2-Pyridylacetic acid,2-Pyridylacetic acid,C7H7NO2,0.141,4.718632,136.040146,2003.24,4656.32,6456.10,2038.54,5586.66
,1377,1377,5,145.050415,12.344,0.808465,[M-H]-,C12 PARENT,2-Methylglutaric acid,2-Methylglutaric acid,C6H10O4,0.126,1.472748,145.050415,386884.34,481793.09,470790.09,428822.34,436003.41
,1377,1378,0,146.053757,12.340,0.249946,,C13-label-1,2-Methylglutaric acid,2-Methylglutaric acid,C6H10O4,0.130,1.567104,145.050415,26667.27,37447.80,15473.06,36532.34,31353.96
,1379,1379,5,145.050415,12.344,0.808510,[M-H]-,C12 PARENT,3-Methylglutaric acid,3-Methylglutaric acid,C6H10O4,0.246,1.472748,145.050415,387331.03,481793.09,470790.09,428412.97,435877.97
,1379,1380,0,146.053757,12.340,0.249778,,C13-label-1,3-Methylglutaric acid,3-Methylglutaric acid,C6H10O4,0.250,1.567104,145.050415,26667.27,37447.80,15473.06,36532.34,31353.96
,1381,1381,5,145.061630,13.548,0.828974,[M-H]-,C12 PARENT,glutamine,glutamine,C5H10N2O3,0.193,1.577822,145.061630,36926068.00,33391014.00,37478708.00,25134694.00,29935944.00
,1381,1382,5,146.064987,13.548,0.674341,,C13-label-1,glutamine,glutamine,C5H10N2O3,0.193,1.566984,145.061630,2098748.75,1790673.38,2173876.25,1406657.38,1641953.12
,1381,1383,5,147.068298,13.547,0.784987,,C13-label-2,glutamine,glutamine,C5H10N2O3,0.192,1.867552,145.061630,37653.63,28020.35,37037.97,26402.78,29011.66
,1384,1384,5,145.061615,12.232,0.843921,[M-H]-,C12 PARENT,isoglutamine,isoglutamine,C5H10N2O3,1.027,1.683010,145.061615,38385.38,29619.65,47351.36,32687.97,34443.14
,1385,1385,3,145.098053,17.928,0.835876,[M-H]-,C12 PARENT,lysine,lysine,C6H14N2O2,1.091,1.367103,145.098053,31775.63,34466.19,20069.26,32705.21,30382.87
,1386,1386,2,146.024567,3.778,0.743199,[M-H]-,C12 PARENT,Indole-5_6-quinone,Indole-5_6-quinone,C8H5NO2,0.884,1.253935,146.024567,275598.91,115916.21,387977.53,176364.80,192625.19
,1386,1387,0,147.027954,3.754,0.447746,,C13-label-1,Indole-5_6-quinone,Indole-5_6-quinone,C8H5NO2,0.860,1.037814,146.024567,34068.88,24299.28,37428.41,26548.23,19018.18
,1388,1388,5,146.045670,13.166,0.818013,[M-H]-,C12 PARENT,glutamate,glutamate,C5H9NO4,0.296,1.462712,146.045670,6733650.50,5412013.00,6085494.50,4309031.50,6087480.00
,1388,1389,2,147.049042,13.171,0.703122,,C13-label-1,glutamate,glutamate,C5H9NO4,0.291,1.348965,146.045670,368373.41,287768.28,342629.91,228656.20,331337.16
,1388,1390,0,148.052338,13.171,0.359492,,C13-label-2,glutamate,glutamate,C5H9NO4,0.291,1.752076,146.045670,5688.62,2816.59,2241.89,1394.74,5611.96
,1391,1391,5,146.045670,13.166,0.818207,[M-H]-,C12 PARENT,N-Methyl-D-aspartic acid,N-Methyl-D-aspartic acid,C5H9NO4,0.296,1.462712,146.045670,6742566.50,5418886.50,6092431.50,4315596.00,6095438.00
,1391,1392,2,147.049042,13.171,0.703578,,C13-label-1,N-Methyl-D-aspartic acid,N-Methyl-D-aspartic acid,C5H9NO4,0.301,1.348965,146.045670,368373.41,287768.28,342629.91,228656.20,331337.16
,1391,1393,0,148.052338,13.171,0.359492,,C13-label-2,N-Methyl-D-aspartic acid,N-Methyl-D-aspartic acid,C5H9NO4,0.301,1.752076,146.045670,5688.62,2816.59,2241.89,1394.74,5611.96
,1394,1394,1,146.045624,9.586,0.605243,[M-H]-,C12 PARENT,N-Acetylserine,N-Acetylserine,C5H9NO4,1.588,1.776150,146.045624,17226.94,12784.09,10134.38,7719.29,11996.61
,1395,1395,5,498.289551,2.555,0.851697,[M-H]-,C12 PARENT,Taurodeoxycholic acid,Taurodeoxycholic acid,C26H45NO6S,0.338,0.122489,498.289551,59328.83,72207.52,79049.04,66031.48,89610.52
,1395,1396,0,499.292786,2.541,0.065973,,C13-label-1,Taurodeoxycholic acid,Taurodeoxycholic acid,C26H45NO6S,0.352,0.122243,498.289551,19423.91,12598.59,12192.03,17483.73,13837.36
,1395,1397,0,517.353210,2.621,0.108910,,C13-label-19,Taurodeoxycholic acid,Taurodeoxycholic acid,C26H45NO6S,0.272,0.000000,498.289551,20358.93,8290.33,10339.74,5588.18,12675.35
,1395,1398,0,518.358582,2.602,0.058578,,C13-label-20,Taurodeoxycholic acid,Taurodeoxycholic acid,C26H45NO6S,0.291,3.885665,498.289551,0.00,0.00,0.00,0.00,4445.42
,1395,1399,0,501.300201,2.495,0.048449,,C13-label-3,Taurodeoxycholic acid,Taurodeoxycholic acid,C26H45NO6S,0.398,1.278416,498.289551,35218.69,62236.78,69889.28,42971.94,26802.56
,1395,1400,0,504.307922,2.513,0.053229,,C13-label-6,Taurodeoxycholic acid,Taurodeoxycholic acid,C26H45NO6S,0.380,3.388760,498.289551,147249.36,75386.62,158024.23,98992.38,82550.09
,1395,1401,0,505.311523,2.499,0.047160,,C13-label-7,Taurodeoxycholic acid,Taurodeoxycholic acid,C26H45NO6S,0.394,2.898884,498.289551,37993.73,9882.73,36484.61,28902.90,31520.52
,1402,1402,5,498.930023,2.012,0.852596,[M-H]-,C12 PARENT,Perfluorooctanesulfonic acid,Perfluorooctanesulfonic acid,C8HF17O3S,0.056,0.366996,498.930023,339413.22,285249.19,293927.53,224378.61,161147.02
,1402,1403,3,499.933655,1.997,0.764439,,C13-label-1,Perfluorooctanesulfonic acid,Perfluorooctanesulfonic acid,C8HF17O3S,0.041,0.122087,498.930023,26992.05,19993.12,19417.05,24996.99,13822.68
,1402,1404,0,500.935425,1.970,0.054785,,C13-label-2,Perfluorooctanesulfonic acid,Perfluorooctanesulfonic acid,C8HF17O3S,0.014,3.046050,498.930023,850.43,0.00,0.00,0.00,0.00
,1405,1405,5,146.082047,13.417,0.826388,[M-H]-,C12 PARENT,4-Hydroxyisoleucine isomer 2,4-Hydroxyisoleucine isomer 2,C6H13NO3,1.469,1.462348,146.082047,330570.47,374154.47,346022.09,349427.28,323559.44
,1405,1406,3,147.085434,13.412,0.781289,,C13-label-1,4-Hydroxyisoleucine isomer 2,4-Hydroxyisoleucine isomer 2,C6H13NO3,1.464,1.244890,146.082047,18222.20,24363.14,24566.99,21102.34,19745.72
,1407,1407,5,145.050415,12.344,0.808489,[M-H]-,C12 PARENT,Adipic acid,Adipic acid,C6H10O4,0.114,1.472748,145.050415,387331.03,482489.41,471520.25,428822.34,436003.41
,1407,1408,0,146.053757,12.340,0.250639,,C13-label-1,Adipic acid,Adipic acid,C6H10O4,0.110,1.567104,145.050415,26667.27,37447.80,15473.06,36532.34,31353.96
,1409,1409,4,137.024200,2.332,0.780422,[M-H]-,C12 PARENT,3-Hydroxybenzoic acid,3-Hydroxybenzoic acid,C7H6O3,0.628,1.559014,137.024200,3972257.25,2258532.50,3170269.00,608981.06,4433435.50
,1409,1410,0,138.027557,2.350,0.309727,,C13-label-1,3-Hydroxybenzoic acid,3-Hydroxybenzoic acid,C7H6O3,0.610,1.547682,137.024200,195835.98,196093.92,177931.06,28561.47,211054.70
,1411,1411,4,137.024200,2.332,0.780743,[M-H]-,C12 PARENT,p-hydroxybenzoate,p-hydroxybenzoate,C7H6O3,0.078,1.559014,137.024200,3971450.25,2249071.75,3165682.00,600370.00,4424405.50
,1411,1412,0,138.027557,2.350,0.310114,,C13-label-1,p-hydroxybenzoate,p-hydroxybenzoate,C7H6O3,0.060,1.547682,137.024200,195835.98,196093.92,177931.06,28561.47,211054.70
,1413,1413,5,137.035492,7.536,0.832146,[M-H]-,C12 PARENT,Urocanic acid,Urocanic acid,C6H6N2O2,1.044,1.113490,137.035492,678364.06,576207.50,758388.06,574959.75,467206.03
,1413,1414,0,138.038864,7.521,0.216889,,C13-label-1,Urocanic acid,Urocanic acid,C6H6N2O2,1.059,0.994857,137.035492,46887.30,41657.77,47726.09,37729.52,34309.90
,1415,1415,1,138.055878,10.118,0.621073,[M-H]-,C12 PARENT,Gabaculine,Gabaculine,C7H9NO2,0.700,1.215787,138.055878,6200.09,4921.72,8273.77,6299.02,11638.03
,1415,1416,0,141.066757,9.530,0.051867,,C13-label-3,Gabaculine,Gabaculine,C7H9NO2,1.288,4.543041,138.055878,860.94,0.00,3888.53,2328.76,1285.96
,1417,1417,3,138.980133,13.598,0.832165,[M-H]-,C12 PARENT,acetylphosphate,acetylphosphate,C2H5O5P,0.468,0.439164,138.980133,1876.20,6949.68,1679.00,3743.56,5763.32
,1418,1418,5,139.051239,10.669,0.764885,[M-H]-,C12 PARENT,Methylimidazoleacetic acid,Methylimidazoleacetic acid,C6H8N2O2,0.493,0.438940,139.051239,36097.75,25867.96,29969.14,29503.61,25835.30
,1418,1419,0,140.054459,10.679,0.055410,,C13-label-1,Methylimidazoleacetic acid,Methylimidazoleacetic acid,C6H8N2O2,0.483,1.416335,139.051239,822.34,902.59,700.75,1657.13,1073.79
,1418,1420,0,141.058136,10.752,0.054364,,C13-label-2,Methylimidazoleacetic acid,Methylimidazoleacetic acid,C6H8N2O2,0.410,0.865391,139.051239,725.65,0.00,0.00,0.00,0.00
,1421,1421,5,139.051239,10.669,0.765739,[M-H]-,C12 PARENT,Imidazole propionate,Imidazole propionate,C6H8N2O2,0.091,0.438940,139.051239,36097.75,25867.96,29969.14,29503.61,25835.30
,1421,1422,0,140.054459,10.679,0.055410,,C13-label-1,Imidazole propionate,Imidazole propionate,C6H8N2O2,0.081,1.416335,139.051239,822.34,902.59,700.75,1657.13,1073.79
,1421,1423,0,141.058136,10.752,0.052813,,C13-label-2,Imidazole propionate,Imidazole propionate,C6H8N2O2,0.008,0.865391,139.051239,725.65,0.00,0.00,0.00,0.00
,1424,1424,2,139.051224,7.689,0.682008,[M-H]-,C12 PARENT,1-Methyl imidozolacetic Acid Hydrochloride,1-Methyl imidozolacetic Acid Hydrochloride,C6H8N2O2,1.361,0.548675,139.051224,30416.78,27103.00,27533.20,33184.14,20106.88
,1424,1425,0,145.070877,7.779,0.055842,,C13-label-6,1-Methyl imidozolacetic Acid Hydrochloride,1-Methyl imidozolacetic Acid Hydrochloride,C6H8N2O2,1.271,3.786524,139.051224,3637.91,0.00,2880.08,0.00,1247.13
,1426,1426,5,386.016998,13.846,0.846102,[M-H]-,C12 PARENT,dCDP,dCDP,C9H15N3O10P2,0.016,2.608908,386.016998,9312.65,10961.27,6582.14,3613.29,9417.43
