label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,1-1-5736,1-1-5741,1-1-5786,1-1-5787,1-1-5789
,1,1,5,776.560852,4.102,0.850078,[M-H]-,C12 PARENT,PE(O-18:0/22:6),PE(O-18:0/22:6),C45H80NO7P,1.021,1.178953,776.560852,102273.93,67329.80,60401.70,55522.97,52322.96
,1,2,0,777.563477,4.097,0.438017,,C13-label-1,PE(O-18:0/22:6),PE(O-18:0/22:6),C45H80NO7P,1.016,0.156991,776.560852,50515.33,26455.92,24472.72,39772.18,28956.75
,1,3,0,787.598022,4.083,0.064129,,C13-label-11,PE(O-18:0/22:6),PE(O-18:0/22:6),C45H80NO7P,1.002,1.472413,776.560852,9224.41,14804.02,9511.55,8655.27,14197.33
,1,4,0,788.600891,4.072,0.061184,,C13-label-12,PE(O-18:0/22:6),PE(O-18:0/22:6),C45H80NO7P,0.991,0.851365,776.560852,2525.34,0.00,0.00,1922.92,6572.57
,1,5,0,795.626099,4.137,0.059092,,C13-label-19,PE(O-18:0/22:6),PE(O-18:0/22:6),C45H80NO7P,1.056,2.991830,776.560852,3670.15,0.00,0.00,0.00,0.00
,1,6,0,778.570557,4.128,0.059451,,C13-label-2,PE(O-18:0/22:6),PE(O-18:0/22:6),C45H80NO7P,1.047,4.938838,776.560852,0.00,0.00,0.00,0.00,4080.62
,1,7,0,803.654419,4.161,0.060174,,C13-label-27,PE(O-18:0/22:6),PE(O-18:0/22:6),C45H80NO7P,1.080,4.784685,776.560852,5010.74,0.00,0.00,0.00,0.00
,1,8,0,804.655457,4.137,0.058816,,C13-label-28,PE(O-18:0/22:6),PE(O-18:0/22:6),C45H80NO7P,1.056,1.896317,776.560852,3378.23,0.00,0.00,0.00,0.00
,1,9,0,806.659119,4.138,0.058637,,C13-label-30,PE(O-18:0/22:6),PE(O-18:0/22:6),C45H80NO7P,1.057,1.891600,776.560852,0.00,3198.55,0.00,0.00,0.00
,1,10,0,812.678284,4.138,0.058613,,C13-label-36,PE(O-18:0/22:6),PE(O-18:0/22:6),C45H80NO7P,1.057,3.004139,776.560852,0.00,3174.77,0.00,0.00,0.00
,1,11,0,780.570068,4.159,0.061283,,C13-label-4,PE(O-18:0/22:6),PE(O-18:0/22:6),C45H80NO7P,1.078,4.300600,776.560852,0.00,3449.17,6286.02,0.00,0.00
,1,12,0,781.574219,4.115,0.056641,,C13-label-5,PE(O-18:0/22:6),PE(O-18:0/22:6),C45H80NO7P,1.034,3.279878,776.560852,0.00,3168.85,0.00,0.00,0.00
,1,13,0,784.588135,4.136,0.058108,,C13-label-8,PE(O-18:0/22:6),PE(O-18:0/22:6),C45H80NO7P,1.055,1.711440,776.560852,0.00,0.00,0.00,2710.67,0.00
,14,14,2,784.150208,12.782,0.847196,[M-H]-,C12 PARENT,FAD,FAD,C27H33N9O15P2,0.338,0.467017,784.150208,8743.33,10375.53,6286.95,4756.25,5363.31
,14,15,0,785.153137,12.777,0.055011,,C13-label-1,FAD,FAD,C27H33N9O15P2,0.333,0.155473,784.150208,925.40,735.03,0.00,814.26,0.00
,16,16,4,762.508606,4.093,0.852449,[M-H]-,C12 PARENT,PE(22:6/16:0),PE(22:6/16:0),C43H74NO8P,1.021,0.880498,762.508606,233972.88,386158.91,368021.72,408799.38,266525.12
,16,17,4,763.511719,4.093,0.802862,,C13-label-1,PE(22:6/16:0),PE(22:6/16:0),C43H74NO8P,1.021,0.559581,762.508606,117152.68,197607.39,184073.52,216539.42,109256.02
,16,18,0,774.545471,4.093,0.423797,,C13-label-12,PE(22:6/16:0),PE(22:6/16:0),C43H74NO8P,1.021,3.546044,762.508606,87605.65,91492.37,80453.93,82989.87,85825.66
,16,19,0,775.548401,4.121,0.230707,,C13-label-13,PE(22:6/16:0),PE(22:6/16:0),C43H74NO8P,1.049,4.092350,762.508606,27775.16,20861.19,26651.40,34541.85,10168.65
,16,20,0,777.561646,4.142,0.062122,,C13-label-15,PE(22:6/16:0),PE(22:6/16:0),C43H74NO8P,1.070,4.317276,762.508606,4170.30,9181.29,3052.89,17361.27,0.00
,16,21,0,780.568970,4.121,0.063507,,C13-label-18,PE(22:6/16:0),PE(22:6/16:0),C43H74NO8P,1.049,0.781932,762.508606,13752.88,16819.66,6286.02,4420.26,3529.39
,16,22,0,781.574219,4.115,0.056641,,C13-label-19,PE(22:6/16:0),PE(22:6/16:0),C43H74NO8P,1.043,3.279900,762.508606,0.00,3168.85,0.00,0.00,0.00
,16,23,0,764.512329,4.067,0.053806,,C13-label-2,PE(22:6/16:0),PE(22:6/16:0),C43H74NO8P,0.995,3.033736,762.508606,0.00,0.00,0.00,2303.32,0.00
,16,24,0,790.598572,4.146,0.060432,,C13-label-28,PE(22:6/16:0),PE(22:6/16:0),C43H74NO8P,1.074,4.168847,762.508606,10004.95,10141.14,4490.38,0.00,3146.01
,16,25,0,791.602295,4.138,0.059323,,C13-label-29,PE(22:6/16:0),PE(22:6/16:0),C43H74NO8P,1.066,3.700945,762.508606,0.00,3929.71,0.00,0.00,0.00
,16,26,0,766.518799,4.097,0.061155,,C13-label-4,PE(22:6/16:0),PE(22:6/16:0),C43H74NO8P,1.025,3.344299,762.508606,10705.55,4392.78,15745.62,12217.95,6922.73
,16,27,0,767.522949,4.105,0.364102,,C13-label-5,PE(22:6/16:0),PE(22:6/16:0),C43H74NO8P,1.033,2.306140,762.508606,13464.31,12907.16,14543.83,0.00,0.00
,16,28,0,768.530945,4.116,0.353325,,C13-label-6,PE(22:6/16:0),PE(22:6/16:0),C43H74NO8P,1.044,3.732658,762.508606,87714.05,50825.39,78303.33,113588.59,160168.06
,16,29,0,769.534485,4.149,0.063803,,C13-label-7,PE(22:6/16:0),PE(22:6/16:0),C43H74NO8P,1.077,3.965735,762.508606,31265.94,51063.83,12751.18,13220.78,54625.81
,16,30,0,770.532532,4.158,0.064882,,C13-label-8,PE(22:6/16:0),PE(22:6/16:0),C43H74NO8P,1.086,2.930823,762.508606,20142.85,24464.43,18439.05,2913.86,13904.13
,16,31,0,771.535461,4.152,0.061217,,C13-label-9,PE(22:6/16:0),PE(22:6/16:0),C43H74NO8P,1.080,3.480770,762.508606,6181.29,3314.37,8728.86,0.00,0.00
,32,32,5,764.524719,4.111,0.850501,[M-H]-,C12 PARENT,PE(18:1/20:4),PE(18:1/20:4),C43H76NO8P,0.110,1.516851,764.524719,48422.78,55180.61,100078.48,111854.81,126999.51
,32,33,1,765.527771,4.093,0.789239,,C13-label-1,PE(18:1/20:4),PE(18:1/20:4),C43H76NO8P,0.128,1.036485,764.524719,33041.35,32531.12,33780.93,39105.80,57266.51
,32,34,0,776.561340,4.102,0.472073,,C13-label-12,PE(18:1/20:4),PE(18:1/20:4),C43H76NO8P,0.119,3.222454,764.524719,102273.93,40990.01,60401.70,55522.97,52322.96
,32,35,0,777.564392,4.093,0.318745,,C13-label-13,PE(18:1/20:4),PE(18:1/20:4),C43H76NO8P,0.128,3.610771,764.524719,9895.51,26455.92,21419.83,22410.91,13597.06
,32,36,0,778.571899,4.081,0.048107,,C13-label-14,PE(18:1/20:4),PE(18:1/20:4),C43H76NO8P,0.140,1.724665,764.524719,0.00,0.00,0.00,0.00,7079.91
,32,37,0,784.588135,4.136,0.058108,,C13-label-20,PE(18:1/20:4),PE(18:1/20:4),C43H76NO8P,0.085,3.267279,764.524719,0.00,0.00,0.00,2710.67,0.00
,32,38,0,787.598938,4.116,0.060650,,C13-label-23,PE(18:1/20:4),PE(18:1/20:4),C43H76NO8P,0.105,2.324851,764.524719,9224.41,7355.61,9511.55,6648.22,3772.51
,32,39,0,788.601807,4.067,0.057887,,C13-label-24,PE(18:1/20:4),PE(18:1/20:4),C43H76NO8P,0.154,2.941065,764.524719,2525.34,0.00,0.00,1922.92,0.00
,32,40,0,789.611023,4.149,0.058121,,C13-label-25,PE(18:1/20:4),PE(18:1/20:4),C43H76NO8P,0.072,4.483290,764.524719,4794.11,0.00,10979.80,0.00,5673.29
,32,41,0,795.626099,4.137,0.056554,,C13-label-31,PE(18:1/20:4),PE(18:1/20:4),C43H76NO8P,0.084,1.841117,764.524719,3670.15,0.00,0.00,0.00,0.00
,32,42,0,803.655762,4.135,0.059436,,C13-label-39,PE(18:1/20:4),PE(18:1/20:4),C43H76NO8P,0.086,1.670834,764.524719,5010.74,0.00,4062.67,0.00,0.00
,32,43,0,768.533936,4.090,0.063953,,C13-label-4,PE(18:1/20:4),PE(18:1/20:4),C43H76NO8P,0.131,3.970866,764.524719,38369.77,1464.99,58549.86,0.00,0.00
,32,44,0,804.658081,4.114,0.060178,,C13-label-40,PE(18:1/20:4),PE(18:1/20:4),C43H76NO8P,0.107,0.379262,764.524719,3378.23,5016.40,0.00,0.00,0.00
,32,45,0,769.536987,4.149,0.064506,,C13-label-5,PE(18:1/20:4),PE(18:1/20:4),C43H76NO8P,0.072,4.362258,764.524719,3350.72,24950.90,26547.96,14352.32,26547.38
,32,46,0,770.543274,4.080,0.059629,,C13-label-6,PE(18:1/20:4),PE(18:1/20:4),C43H76NO8P,0.141,0.554474,764.524719,7917.29,0.00,0.00,6162.08,3475.57
,32,47,0,771.549805,4.077,0.057682,,C13-label-7,PE(18:1/20:4),PE(18:1/20:4),C43H76NO8P,0.144,3.559837,764.524719,6670.94,0.00,2711.75,0.00,0.00
,32,48,0,772.553101,4.138,0.059594,,C13-label-8,PE(18:1/20:4),PE(18:1/20:4),C43H76NO8P,0.083,3.476209,764.524719,4252.67,3214.07,0.00,0.00,0.00
,49,49,5,764.524719,4.111,0.850493,[M-H]-,C12 PARENT,PE(20:4/18:1),PE(20:4/18:1),C43H76NO8P,1.043,1.516851,764.524719,48422.78,55180.61,100078.48,111854.81,126999.51
,49,50,1,765.527771,4.093,0.788447,,C13-label-1,PE(20:4/18:1),PE(20:4/18:1),C43H76NO8P,1.025,1.036485,764.524719,33041.35,32531.12,33780.93,39105.80,57266.51
,49,51,0,776.561340,4.102,0.478959,,C13-label-12,PE(20:4/18:1),PE(20:4/18:1),C43H76NO8P,1.034,3.222454,764.524719,102273.93,40990.01,60401.70,55522.97,52322.96
,49,52,0,777.564392,4.093,0.318745,,C13-label-13,PE(20:4/18:1),PE(20:4/18:1),C43H76NO8P,1.025,3.610771,764.524719,9895.51,26455.92,21419.83,22410.91,13597.06
,49,53,0,778.571899,4.081,0.048107,,C13-label-14,PE(20:4/18:1),PE(20:4/18:1),C43H76NO8P,1.013,1.724665,764.524719,0.00,0.00,0.00,0.00,7079.91
,49,54,0,784.588135,4.136,0.058108,,C13-label-20,PE(20:4/18:1),PE(20:4/18:1),C43H76NO8P,1.068,3.267279,764.524719,0.00,0.00,0.00,2710.67,0.00
,49,55,0,787.598938,4.116,0.060650,,C13-label-23,PE(20:4/18:1),PE(20:4/18:1),C43H76NO8P,1.048,2.324851,764.524719,9224.41,7355.61,9511.55,6648.22,3772.51
,49,56,0,788.601807,4.067,0.057887,,C13-label-24,PE(20:4/18:1),PE(20:4/18:1),C43H76NO8P,0.999,2.941065,764.524719,2525.34,0.00,0.00,1922.92,0.00
,49,57,0,789.611023,4.149,0.059622,,C13-label-25,PE(20:4/18:1),PE(20:4/18:1),C43H76NO8P,1.081,4.483290,764.524719,4794.11,0.00,10979.80,0.00,5673.29
,49,58,0,795.626099,4.137,0.056554,,C13-label-31,PE(20:4/18:1),PE(20:4/18:1),C43H76NO8P,1.069,1.841117,764.524719,3670.15,0.00,0.00,0.00,0.00
,49,59,0,803.655762,4.135,0.059436,,C13-label-39,PE(20:4/18:1),PE(20:4/18:1),C43H76NO8P,1.067,1.670834,764.524719,5010.74,0.00,4062.67,0.00,0.00
,49,60,0,768.533936,4.090,0.063953,,C13-label-4,PE(20:4/18:1),PE(20:4/18:1),C43H76NO8P,1.022,3.970866,764.524719,38369.77,1464.99,58549.86,0.00,0.00
,49,61,0,804.658081,4.114,0.060178,,C13-label-40,PE(20:4/18:1),PE(20:4/18:1),C43H76NO8P,1.046,0.379262,764.524719,3378.23,5016.40,0.00,0.00,0.00
,49,62,0,769.536987,4.149,0.064506,,C13-label-5,PE(20:4/18:1),PE(20:4/18:1),C43H76NO8P,1.081,4.362258,764.524719,3350.72,24950.90,26547.96,14352.32,26547.38
,49,63,0,770.543274,4.080,0.059629,,C13-label-6,PE(20:4/18:1),PE(20:4/18:1),C43H76NO8P,1.012,0.554474,764.524719,7917.29,0.00,0.00,6162.08,3475.57
,49,64,0,771.549805,4.077,0.057682,,C13-label-7,PE(20:4/18:1),PE(20:4/18:1),C43H76NO8P,1.009,3.559837,764.524719,6670.94,0.00,2711.75,0.00,0.00
,49,65,0,772.553101,4.138,0.059594,,C13-label-8,PE(20:4/18:1),PE(20:4/18:1),C43H76NO8P,1.070,3.476209,764.524719,4252.67,3214.07,0.00,0.00,0.00
,66,66,2,766.539368,3.248,0.710603,[M-H]-,C12 PARENT,PE(38:4),PE(38:4),C43H78NO8P,1.138,0.159249,766.539368,98126.48,221458.58,105605.31,76088.90,86935.16
,66,67,0,767.542297,3.197,0.425097,,C13-label-1,PE(38:4),PE(38:4),C43H78NO8P,1.087,0.397601,766.539368,32143.46,137201.61,55958.11,42141.40,24336.29
,66,68,0,778.577820,3.591,0.055247,,C13-label-12,PE(38:4),PE(38:4),C43H78NO8P,1.481,2.195003,766.539368,0.00,24640.62,3912.03,0.00,0.00
,66,69,0,780.588867,3.401,0.058064,,C13-label-14,PE(38:4),PE(38:4),C43H78NO8P,1.291,3.440423,766.539368,0.00,2028.05,3982.59,0.00,4832.04
,66,70,0,781.593018,2.682,0.059169,,C13-label-15,PE(38:4),PE(38:4),C43H78NO8P,0.572,4.451190,766.539368,0.00,0.00,0.00,3755.38,0.00
,66,71,0,768.547913,3.090,0.057040,,C13-label-2,PE(38:4),PE(38:4),C43H78NO8P,0.980,2.541325,766.539368,3845.05,0.00,4392.68,8165.62,3401.28
,66,72,0,789.614624,4.068,0.048244,,C13-label-23,PE(38:4),PE(38:4),C43H78NO8P,1.958,2.241620,766.539368,0.00,59360.43,0.00,0.00,0.00
,66,73,0,790.617004,4.068,0.047529,,C13-label-24,PE(38:4),PE(38:4),C43H78NO8P,1.958,3.473961,766.539368,0.00,33667.28,0.00,0.00,0.00
,66,74,0,804.666809,4.021,0.057771,,C13-label-38,PE(38:4),PE(38:4),C43H78NO8P,1.911,0.075851,766.539368,0.00,2432.47,0.00,0.00,0.00
,66,75,0,770.553589,3.366,0.059847,,C13-label-4,PE(38:4),PE(38:4),C43H78NO8P,1.256,1.188144,766.539368,5547.65,2023.64,4375.90,0.00,14329.75
,76,76,5,766.539734,4.097,0.788032,[M-H]-,C12 PARENT,PE(20:4/18:0),PE(20:4/18:0),C43H78NO8P,1.373,0.636994,766.539734,165984.06,221458.58,223367.23,270783.09,214502.31
,76,77,2,767.543030,4.097,0.739421,,C13-label-1,PE(20:4/18:0),PE(20:4/18:0),C43H78NO8P,1.373,0.556642,766.539734,104651.55,109199.79,93612.23,122835.16,95437.91
,76,78,0,778.577026,4.131,0.336953,,C13-label-12,PE(20:4/18:0),PE(20:4/18:0),C43H78NO8P,1.407,3.214112,766.539734,10183.14,16427.08,8393.84,5104.60,0.00
,76,79,0,780.588867,4.079,0.055603,,C13-label-14,PE(20:4/18:0),PE(20:4/18:0),C43H78NO8P,1.355,3.440423,766.539734,4064.70,2028.05,0.00,0.00,0.00
,76,80,0,768.547913,4.158,0.058318,,C13-label-2,PE(20:4/18:0),PE(20:4/18:0),C43H78NO8P,1.434,2.541325,766.539734,5681.33,3849.35,0.00,12132.47,6960.52
,76,81,1,789.613892,4.088,0.694963,,C13-label-23,PE(20:4/18:0),PE(20:4/18:0),C43H78NO8P,1.364,3.169186,766.539734,24038.08,59360.43,33064.39,18545.85,16425.20
,76,82,1,790.617004,4.083,0.703439,,C13-label-24,PE(20:4/18:0),PE(20:4/18:0),C43H78NO8P,1.359,3.473961,766.539734,15796.59,33667.28,11670.55,11343.57,11242.56
,76,83,0,769.550354,4.123,0.062401,,C13-label-3,PE(20:4/18:0),PE(20:4/18:0),C43H78NO8P,1.399,1.348319,766.539734,0.00,0.00,11818.30,2719.75,0.00
,76,84,0,797.644043,4.159,0.295665,,C13-label-31,PE(20:4/18:0),PE(20:4/18:0),C43H78NO8P,1.435,0.994752,766.539734,0.00,11330.83,4520.31,3608.39,0.00
,76,85,0,804.666809,4.136,0.069783,,C13-label-38,PE(20:4/18:0),PE(20:4/18:0),C43H78NO8P,1.412,0.075851,766.539734,0.00,3634.82,11540.21,3410.24,0.00
,76,86,0,770.553955,4.135,0.058067,,C13-label-4,PE(20:4/18:0),PE(20:4/18:0),C43H78NO8P,1.411,1.663401,766.539734,6523.40,4334.50,7253.69,4458.79,12231.92
,76,87,0,771.558289,4.128,0.056960,,C13-label-5,PE(20:4/18:0),PE(20:4/18:0),C43H78NO8P,1.404,2.926943,766.539734,4914.94,0.00,3500.13,4832.17,0.00
,76,88,0,772.561523,4.105,0.061065,,C13-label-6,PE(20:4/18:0),PE(20:4/18:0),C43H78NO8P,1.381,2.765134,766.539734,0.00,0.00,0.00,0.00,9693.84
,76,89,0,775.566772,4.081,0.057668,,C13-label-9,PE(20:4/18:0),PE(20:4/18:0),C43H78NO8P,1.357,3.462677,766.539734,0.00,0.00,0.00,0.00,2352.44
,90,90,5,766.539734,4.097,0.786498,[M-H]-,C12 PARENT,PE(18:0/20:4),PE(18:0/20:4),C43H78NO8P,0.124,0.636994,766.539734,165984.06,221458.58,223367.23,270783.09,214502.31
,90,91,2,767.543030,4.097,0.735847,,C13-label-1,PE(18:0/20:4),PE(18:0/20:4),C43H78NO8P,0.124,0.556642,766.539734,104651.55,109199.79,93612.23,122835.16,95437.91
,90,92,0,778.577026,4.131,0.336953,,C13-label-12,PE(18:0/20:4),PE(18:0/20:4),C43H78NO8P,0.090,3.214112,766.539734,10183.14,16427.08,8393.84,5104.60,0.00
,90,93,0,780.588867,4.079,0.054969,,C13-label-14,PE(18:0/20:4),PE(18:0/20:4),C43H78NO8P,0.142,3.440423,766.539734,4064.70,2028.05,0.00,0.00,0.00
,90,94,0,768.547913,4.158,0.058318,,C13-label-2,PE(18:0/20:4),PE(18:0/20:4),C43H78NO8P,0.063,2.541325,766.539734,5681.33,3849.35,0.00,12132.47,6960.52
,90,95,1,789.613892,4.088,0.659008,,C13-label-23,PE(18:0/20:4),PE(18:0/20:4),C43H78NO8P,0.133,3.169186,766.539734,24038.08,59360.43,33064.39,18545.85,16425.20
,90,96,1,790.617004,4.083,0.686612,,C13-label-24,PE(18:0/20:4),PE(18:0/20:4),C43H78NO8P,0.138,3.473961,766.539734,15796.59,33667.28,11670.55,11343.57,11242.56
,90,97,0,769.550354,4.123,0.062401,,C13-label-3,PE(18:0/20:4),PE(18:0/20:4),C43H78NO8P,0.098,1.348319,766.539734,0.00,0.00,11818.30,2719.75,0.00
,90,98,0,797.644043,4.159,0.284359,,C13-label-31,PE(18:0/20:4),PE(18:0/20:4),C43H78NO8P,0.062,0.994752,766.539734,0.00,11330.83,4520.31,3608.39,0.00
,90,99,0,804.666809,4.136,0.069783,,C13-label-38,PE(18:0/20:4),PE(18:0/20:4),C43H78NO8P,0.085,0.075851,766.539734,0.00,3634.82,11540.21,3410.24,0.00
,90,100,0,770.553955,4.135,0.057742,,C13-label-4,PE(18:0/20:4),PE(18:0/20:4),C43H78NO8P,0.086,1.663401,766.539734,6523.40,4334.50,7253.69,4458.79,12231.92
,90,101,0,771.558289,4.128,0.056421,,C13-label-5,PE(18:0/20:4),PE(18:0/20:4),C43H78NO8P,0.093,2.926943,766.539734,4914.94,0.00,3500.13,4832.17,0.00
,90,102,0,772.561523,4.105,0.061065,,C13-label-6,PE(18:0/20:4),PE(18:0/20:4),C43H78NO8P,0.116,2.765134,766.539734,0.00,0.00,0.00,0.00,9693.84
,90,103,0,775.566772,4.081,0.057668,,C13-label-9,PE(18:0/20:4),PE(18:0/20:4),C43H78NO8P,0.140,3.462677,766.539734,0.00,0.00,0.00,0.00,2352.44
,104,104,2,379.176239,2.369,0.839371,[M-H]-,C12 PARENT,Pteroside B isomer,Pteroside B isomer,C20H28O7,0.380,0.000000,379.176239,63222.67,46355.76,82708.72,36495.30,33166.63
,104,105,0,383.189789,2.460,0.060835,,C13-label-4,Pteroside B isomer,Pteroside B isomer,C20H28O7,0.289,0.318564,379.176239,0.00,0.00,5997.47,0.00,0.00
,106,106,1,766.539185,6.677,0.555847,[M-H]-,C12 PARENT,PE(18:0/20:4) (1),PE(18:0/20:4),C43H78NO8P,0.258,0.079624,766.539185,8055.33,9788.11,15453.83,16401.63,6867.28
,106,107,0,767.542664,6.718,0.047808,,C13-label-1,PE(18:0/20:4) (1),PE(18:0/20:4),C43H78NO8P,0.217,0.079520,766.539185,1711.99,2509.35,3579.16,3409.59,3400.28
,106,108,0,778.576660,6.729,0.053556,,C13-label-12,PE(18:0/20:4) (1),PE(18:0/20:4),C43H78NO8P,0.206,3.684469,766.539185,1865.67,1558.35,1124.51,0.00,0.00
,106,109,0,797.647156,6.840,0.051898,,C13-label-31,PE(18:0/20:4) (1),PE(18:0/20:4),C43H78NO8P,0.095,4.897240,766.539185,0.00,0.00,0.00,800.29,0.00
,110,110,2,766.572571,4.130,0.812734,[M-H]-,C12 PARENT,PC(P-36:3),PC(P-36:3),C44H82NO7P,0.970,3.981026,766.572571,17127.15,33417.45,19903.21,7870.63,9563.79
,110,111,0,767.580627,4.115,0.059569,,C13-label-1,PC(P-36:3),PC(P-36:3),C44H82NO7P,0.955,2.146944,766.572571,0.00,4221.85,0.00,0.00,0.00
,110,112,0,798.679443,4.145,0.059743,,C13-label-32,PC(P-36:3),PC(P-36:3),C44H82NO7P,0.985,4.432346,766.572571,0.00,3922.20,0.00,0.00,4438.46
,110,113,0,775.606384,4.110,0.048102,,C13-label-9,PC(P-36:3),PC(P-36:3),C44H82NO7P,0.950,0.708242,766.572571,0.00,0.00,3294.29,0.00,0.00
,114,114,2,766.572571,4.130,0.812734,[M-H]-,C12 PARENT,PC(P-36:3) (1),PC(P-36:3),C44H82NO7P,0.174,3.981026,766.572571,17127.15,33417.45,19903.21,7870.63,9563.79
,114,115,0,767.580627,4.115,0.059569,,C13-label-1,PC(P-36:3) (1),PC(P-36:3),C44H82NO7P,0.189,2.146944,766.572571,0.00,4221.85,0.00,0.00,0.00
,114,116,0,798.679443,4.145,0.059743,,C13-label-32,PC(P-36:3) (1),PC(P-36:3),C44H82NO7P,0.159,4.432346,766.572571,0.00,3922.20,0.00,0.00,4438.46
,114,117,0,775.606384,4.110,0.048102,,C13-label-9,PC(P-36:3) (1),PC(P-36:3),C44H82NO7P,0.194,0.708242,766.572571,0.00,0.00,3294.29,0.00,0.00
,118,118,2,769.502563,2.147,0.839645,[M-H]-,C12 PARENT,PG(18:2/18:2),PG(18:2/18:2),C42H75O10P,0.070,0.079318,769.502563,8631.23,6175.23,9276.00,8246.81,5883.76
,118,119,0,770.505127,2.129,0.057058,,C13-label-1,PG(18:2/18:2),PG(18:2/18:2),C42H75O10P,0.088,0.950573,769.502563,1593.37,1676.18,1629.46,0.00,1920.12
,118,120,0,780.541809,2.119,0.057183,,C13-label-11,PG(18:2/18:2),PG(18:2/18:2),C42H75O10P,0.098,3.049649,769.502563,0.00,0.00,0.00,2003.07,0.00
,121,121,1,772.529114,4.088,0.848996,[M-H]-,C12 PARENT,PE(P-18:1/22:6) (1),PE(P-18:1/22:6),C45H76NO7P,0.123,0.553049,772.529114,39316.68,41309.52,21626.61,35394.03,44713.69
,121,122,0,773.533691,4.097,0.061486,,C13-label-1,PE(P-18:1/22:6) (1),PE(P-18:1/22:6),C45H76NO7P,0.114,2.130421,772.529114,9037.85,13464.74,6149.10,15598.10,7714.29
,121,123,0,788.582153,4.101,0.058390,,C13-label-16,PE(P-18:1/22:6) (1),PE(P-18:1/22:6),C45H76NO7P,0.110,0.232196,772.529114,0.00,4021.73,2962.15,0.00,0.00
,121,124,0,776.539917,4.110,0.059636,,C13-label-4,PE(P-18:1/22:6) (1),PE(P-18:1/22:6),C45H76NO7P,0.101,2.829551,772.529114,0.00,0.00,6772.82,0.00,0.00
,121,125,0,778.551270,4.075,0.060831,,C13-label-6,PE(P-18:1/22:6) (1),PE(P-18:1/22:6),C45H76NO7P,0.136,3.135842,772.529114,4257.04,4641.55,0.00,5989.92,0.00
,121,126,0,780.552490,4.081,0.058615,,C13-label-8,PE(P-18:1/22:6) (1),PE(P-18:1/22:6),C45H76NO7P,0.130,3.909725,772.529114,0.00,0.00,0.00,0.00,3176.89
,121,127,0,781.555664,4.091,0.058999,,C13-label-9,PE(P-18:1/22:6) (1),PE(P-18:1/22:6),C45H76NO7P,0.120,4.138988,772.529114,3569.29,0.00,0.00,0.00,0.00
,128,128,1,772.529114,4.088,0.848996,[M-H]-,C12 PARENT,PE(P-18:1/22:6),PE(P-18:1/22:6),C45H76NO7P,1.048,0.553049,772.529114,39316.68,41309.52,21626.61,35394.03,44713.69
,128,129,0,773.533691,4.097,0.059816,,C13-label-1,PE(P-18:1/22:6),PE(P-18:1/22:6),C45H76NO7P,1.057,2.130421,772.529114,9037.85,13464.74,6149.10,15598.10,7714.29
,128,130,0,788.582153,4.101,0.058390,,C13-label-16,PE(P-18:1/22:6),PE(P-18:1/22:6),C45H76NO7P,1.061,0.232196,772.529114,0.00,4021.73,2962.15,0.00,0.00
,128,131,0,776.539917,4.110,0.059636,,C13-label-4,PE(P-18:1/22:6),PE(P-18:1/22:6),C45H76NO7P,1.070,2.829551,772.529114,0.00,0.00,6772.82,0.00,0.00
,128,132,0,778.551270,4.075,0.060831,,C13-label-6,PE(P-18:1/22:6),PE(P-18:1/22:6),C45H76NO7P,1.035,3.135842,772.529114,4257.04,4641.55,0.00,5989.92,0.00
,128,133,0,780.552490,4.081,0.058615,,C13-label-8,PE(P-18:1/22:6),PE(P-18:1/22:6),C45H76NO7P,1.041,3.909725,772.529114,0.00,0.00,0.00,0.00,3176.89
,128,134,0,781.555664,4.091,0.058999,,C13-label-9,PE(P-18:1/22:6),PE(P-18:1/22:6),C45H76NO7P,1.051,4.138988,772.529114,3569.29,0.00,0.00,0.00,0.00
,135,135,3,773.534058,2.146,0.848548,[M-H]-,C12 PARENT,PG(18:2/18:0),PG(18:2/18:0),C42H79O10P,0.071,0.315617,773.534058,30639.17,27208.58,28803.02,20855.31,10356.88
,135,136,0,774.536499,2.171,0.061626,,C13-label-1,PG(18:2/18:0),PG(18:2/18:0),C42H79O10P,0.046,0.866823,773.534058,12002.20,11214.22,9925.34,8503.41,1717.16
,135,137,0,775.538635,2.110,0.057206,,C13-label-2,PG(18:2/18:0),PG(18:2/18:0),C42H79O10P,0.107,2.439705,773.534058,2024.65,0.00,0.00,0.00,2018.64
,138,138,3,773.534058,2.146,0.848548,[M-H]-,C12 PARENT,PG(18:0/18:2),PG(18:0/18:2),C42H79O10P,0.259,0.315617,773.534058,30639.17,27208.58,28803.02,20855.31,10356.88
,138,139,0,774.536499,2.171,0.061626,,C13-label-1,PG(18:0/18:2),PG(18:0/18:2),C42H79O10P,0.234,0.866823,773.534058,12002.20,11214.22,9925.34,8503.41,1717.16
,138,140,0,775.538635,2.110,0.057206,,C13-label-2,PG(18:0/18:2),PG(18:0/18:2),C42H79O10P,0.295,2.439705,773.534058,2024.65,0.00,0.00,0.00,2018.64
,141,141,3,773.534058,2.146,0.848548,[M-H]-,C12 PARENT,PG(36:2),PG(36:2),C42H79O10P,0.897,0.315617,773.534058,30639.17,27208.58,28803.02,20855.31,10356.88
